algorithm,problem_id,run,generation,evaluation_start,evaluation_end,evaluations_this_generation,best_value,error,target_reached,operator_probabilities,operator_counts,metadata
bipop-cma-es,1,0,1612,27113,27129,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.46504852113978973,""isotropic"":0.5349514788602103},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":3,""cma_isotropic"":13}","{""population_reduction_progress"":0.054226,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.699447519196555}"
bipop-cma-es,1,0,1613,27129,27145,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4680945481096158,""isotropic"":0.5319054518903841},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":7}","{""population_reduction_progress"":0.054258,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.6309128491804947}"
bipop-cma-es,1,0,1614,27145,27161,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45772940086426184,""isotropic"":0.5422705991357382},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":7}","{""population_reduction_progress"":0.05429,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.5982740738522856}"
bipop-cma-es,1,0,1615,27161,27177,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45202749544665655,""isotropic"":0.5479725045533436},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.054322,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.5874872327111933}"
bipop-cma-es,1,0,1616,27177,27193,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45422209278314307,""isotropic"":0.545777907216857},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.054354,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.569768784634814}"
bipop-cma-es,1,0,1617,27193,27209,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45863258713878047,""isotropic"":0.5413674128612197},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":10,""cma_isotropic"":6}","{""population_reduction_progress"":0.054386,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.5781377978304127}"
bipop-cma-es,1,0,1618,27209,27225,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4509622574107909,""isotropic"":0.5490377425892092},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":7}","{""population_reduction_progress"":0.054418,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.545745703141887}"
bipop-cma-es,1,0,1619,27225,27241,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.44848775509157385,""isotropic"":0.5515122449084261},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":7}","{""population_reduction_progress"":0.05445,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.5239663891860116}"
bipop-cma-es,1,0,1620,27241,27257,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.442385185087517,""isotropic"":0.557614814912483},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.054482,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.5294622392909134}"
bipop-cma-es,1,0,1621,27257,27273,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.44932028632436577,""isotropic"":0.5506797136756344},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":8}","{""population_reduction_progress"":0.054514,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.5220711750689406}"
bipop-cma-es,1,0,1622,27273,27289,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45011763374847885,""isotropic"":0.5498823662515212},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":10,""cma_isotropic"":6}","{""population_reduction_progress"":0.054546,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.5624395143014986}"
bipop-cma-es,1,0,1623,27289,27305,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.44403161162753074,""isotropic"":0.5559683883724693},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":5,""cma_isotropic"":11}","{""population_reduction_progress"":0.054578,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.55252329149668}"
bipop-cma-es,1,0,1624,27305,27321,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4495277828098092,""isotropic"":0.5504722171901908},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":5,""cma_isotropic"":11}","{""population_reduction_progress"":0.05461,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.538627030373398}"
bipop-cma-es,1,0,1625,27321,27337,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4518778942167497,""isotropic"":0.5481221057832505},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":8}","{""population_reduction_progress"":0.054642,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.5095057108588663}"
bipop-cma-es,1,0,1626,27337,27353,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.451159426612177,""isotropic"":0.5488405733878231},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":5,""cma_isotropic"":11}","{""population_reduction_progress"":0.054674,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.5000607624557043}"
bipop-cma-es,1,0,1627,27353,27369,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.453103563209714,""isotropic"":0.546896436790286},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":8}","{""population_reduction_progress"":0.054706,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.4959544554905095}"
bipop-cma-es,1,0,1628,27369,27385,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4579240903070732,""isotropic"":0.5420759096929268},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":10,""cma_isotropic"":6}","{""population_reduction_progress"":0.054738,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.467232791556804}"
bipop-cma-es,1,0,1629,27385,27401,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4521993776821078,""isotropic"":0.5478006223178922},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":8}","{""population_reduction_progress"":0.05477,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.404771783948505}"
bipop-cma-es,1,0,1630,27401,27417,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45075775343958685,""isotropic"":0.5492422465604132},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":10}","{""population_reduction_progress"":0.054802,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.3995293428753315}"
bipop-cma-es,1,0,1631,27417,27433,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45230555642681813,""isotropic"":0.5476944435731819},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":8}","{""population_reduction_progress"":0.054834,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.3815080082164264}"
bipop-cma-es,1,0,1632,27433,27449,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45573102639579316,""isotropic"":0.5442689736042069},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":8}","{""population_reduction_progress"":0.054866,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.288746162795438}"
bipop-cma-es,1,0,1633,27449,27465,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45835205519342886,""isotropic"":0.5416479448065711},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.054898,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.231429245674004}"
bipop-cma-es,1,0,1634,27465,27481,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.46348443528609856,""isotropic"":0.5365155647139015},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":10}","{""population_reduction_progress"":0.05493,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.1533305353613184}"
bipop-cma-es,1,0,1635,27481,27497,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4652271522780617,""isotropic"":0.5347728477219383},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.054962,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.1625112831227264}"
bipop-cma-es,1,0,1636,27497,27513,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.46833010175477774,""isotropic"":0.5316698982452223},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":11,""cma_isotropic"":5}","{""population_reduction_progress"":0.054994,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.1528891846820035}"
bipop-cma-es,1,0,1637,27513,27529,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4584129355253262,""isotropic"":0.5415870644746739},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":7}","{""population_reduction_progress"":0.055026,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.1321723832058157}"
bipop-cma-es,1,0,1638,27529,27545,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4547035817729047,""isotropic"":0.5452964182270953},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.055058,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.09151214188255}"
bipop-cma-es,1,0,1639,27545,27561,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4574137738305156,""isotropic"":0.5425862261694845},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.05509,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.039684372630033}"
bipop-cma-es,1,0,1640,27561,27577,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4628493344929346,""isotropic"":0.5371506655070655},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.055122,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.0103038671668374}"
bipop-cma-es,1,0,1641,27577,27593,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.46343571346572326,""isotropic"":0.5365642865342767},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":11,""cma_isotropic"":5}","{""population_reduction_progress"":0.055154,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.972876297967072}"
bipop-cma-es,1,0,1642,27593,27609,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45322315039707145,""isotropic"":0.5467768496029286},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":10}","{""population_reduction_progress"":0.055186,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.92336340583698}"
bipop-cma-es,1,0,1643,27609,27625,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4550349005662558,""isotropic"":0.5449650994337443},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":7}","{""population_reduction_progress"":0.055218,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.8687465570522197}"
bipop-cma-es,1,0,1644,27625,27641,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4527990128280586,""isotropic"":0.5472009871719414},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":3,""cma_isotropic"":13}","{""population_reduction_progress"":0.05525,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.900468284392406}"
bipop-cma-es,1,0,1645,27641,27657,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4541749052647096,""isotropic"":0.5458250947352904},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.055282,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.95604759918635}"
bipop-cma-es,1,0,1646,27657,27673,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45799565141215043,""isotropic"":0.5420043485878497},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":10}","{""population_reduction_progress"":0.055314,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.0026471610932206}"
bipop-cma-es,1,0,1647,27673,27689,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.46279721304897486,""isotropic"":0.5372027869510253},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":7}","{""population_reduction_progress"":0.055346,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.0749657707939253}"
bipop-cma-es,1,0,1648,27689,27705,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4574886599021488,""isotropic"":0.5425113400978513},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":8}","{""population_reduction_progress"":0.055378,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.1065742265623157}"
bipop-cma-es,1,0,1649,27705,27721,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4579454450415591,""isotropic"":0.5420545549584409},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":10}","{""population_reduction_progress"":0.05541,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.101194301999173}"
bipop-cma-es,1,0,1650,27721,27737,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.46128222287132814,""isotropic"":0.5387177771286719},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":5,""cma_isotropic"":11}","{""population_reduction_progress"":0.055442,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.094830524344381}"
bipop-cma-es,1,0,1651,27737,27753,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4629226900301599,""isotropic"":0.53707730996984},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":10}","{""population_reduction_progress"":0.055474,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.1464389277234397}"
bipop-cma-es,1,0,1652,27753,27769,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4643923764238494,""isotropic"":0.5356076235761507},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":4,""cma_isotropic"":12}","{""population_reduction_progress"":0.055506,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.3133157593966667}"
bipop-cma-es,1,0,1653,27769,27785,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.461894321176739,""isotropic"":0.5381056788232611},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.055538,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.4689132269879757}"
bipop-cma-es,1,0,1654,27785,27801,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4634751021291491,""isotropic"":0.5365248978708508},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":5,""cma_isotropic"":11}","{""population_reduction_progress"":0.05557,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.64348762617816}"
bipop-cma-es,1,0,1655,27801,27817,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4654110284696313,""isotropic"":0.5345889715303688},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":11,""cma_isotropic"":5}","{""population_reduction_progress"":0.055602,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.7434319757395444}"
bipop-cma-es,1,0,1656,27817,27833,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4547440532450308,""isotropic"":0.5452559467549692},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":5,""cma_isotropic"":11}","{""population_reduction_progress"":0.055634,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.7601007435531133}"
bipop-cma-es,1,0,1657,27833,27849,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4584490444355552,""isotropic"":0.5415509555644449},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":3,""cma_isotropic"":13}","{""population_reduction_progress"":0.055666,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.8094753058456727}"
bipop-cma-es,1,0,1658,27849,27865,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45822853942139374,""isotropic"":0.5417714605786064},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":7}","{""population_reduction_progress"":0.055698,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.7680825818307886}"
bipop-cma-es,1,0,1659,27865,27881,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.45738658047856107,""isotropic"":0.5426134195214389},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.05573,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.68647872461453}"
bipop-cma-es,1,0,1660,27881,27897,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.462038392734449,""isotropic"":0.537961607265551},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":10}","{""population_reduction_progress"":0.055762,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.6685961477530946}"
bipop-cma-es,1,0,1661,27897,27913,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.46436561821725497,""isotropic"":0.535634381782745},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.055794,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.598265929352425}"
bipop-cma-es,1,0,1662,27913,27929,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.46855923481667094,""isotropic"":0.5314407651833291},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":10}","{""population_reduction_progress"":0.055826,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.6267839677114284}"
bipop-cma-es,1,0,1663,27929,27945,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4655703083932039,""isotropic"":0.5344296916067961},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":8}","{""population_reduction_progress"":0.055858,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.630873021811757}"
bipop-cma-es,1,0,1664,27945,27961,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4627870699170961,""isotropic"":0.5372129300829039},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":7}","{""population_reduction_progress"":0.05589,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.609024876448152}"
bipop-cma-es,1,0,1665,27961,27977,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4586996406778105,""isotropic"":0.5413003593221896},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.055922,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.532951021973877}"
bipop-cma-es,1,0,1666,27977,27993,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4625668415965361,""isotropic"":0.537433158403464},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.055954,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.471430009679217}"
bipop-cma-es,1,0,1667,27993,28009,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.46404279546899946,""isotropic"":0.5359572045310005},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":10}","{""population_reduction_progress"":0.055986,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.369497518112954}"
bipop-cma-es,1,0,1668,28009,28025,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4686573679311205,""isotropic"":0.5313426320688796},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":8}","{""population_reduction_progress"":0.056018,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.318989057423089}"
bipop-cma-es,1,0,1669,28025,28041,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4697640443882013,""isotropic"":0.5302359556117988},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":5,""cma_isotropic"":11}","{""population_reduction_progress"":0.05605,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.264241424733999}"
bipop-cma-es,1,0,1670,28041,28057,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.4672199213780145,""isotropic"":0.5327800786219855},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.056082,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.197822233465235}"
bipop-cma-es,1,0,1671,28057,28073,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.46913704555762653,""isotropic"":0.5308629544423735},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":9}","{""population_reduction_progress"":0.056114,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.18400569438424}"
bipop-cma-es,1,0,1672,28073,28089,16,3.6820763398281997e-06,3.6820763398281997e-06,0,"{""cma_operator"":{""covariance"":0.47045571709904505,""isotropic"":0.529544282900955},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":10}","{""population_reduction_progress"":0.056146,""population_size"":16,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":3.180886196122249}"
